FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p544787,2013p544787,2013-07-21T13:43:02.768,174.279,-41.452,10.3906,1.9515,M,automatic,15,,WEL(GNS_Primary),2013-07-21T13:44:47.198,POINT (174.27895 -41.451996)
quake.2013p544779,2013p544779,2013-07-21T13:39:06.876,174.3126,-41.4321,5.4688,3.7139,M,automatic,47,,WEL(GNS_Primary),2013-07-21T13:46:32.688,POINT (174.31265 -41.432137)
quake.2013p544771,2013p544771,2013-07-21T13:34:25.115,174.3536,-41.6573,18.0078,3.5987,M,automatic,88,,WEL(GNS_Primary),2013-07-21T13:38:12.341,POINT (174.35355 -41.657298)
quake.2013p544767,2013p544767,2013-07-21T13:31:51.682,174.3478,-41.6231,9.3945,2.4442,M,automatic,31,,WEL(GNS_Primary),2013-07-21T13:34:43.004,POINT (174.34776 -41.623138)
quake.2013p544762,2013p544762,2013-07-21T13:29:17.94,174.3333,-41.5958,9.1016,3.1918,M,automatic,65,,WEL(GNS_Primary),2013-07-21T13:32:58.241,POINT (174.33326 -41.595812)
quake.2013p544757,2013p544757,2013-07-21T13:26:57.079,174.3434,-41.5586,7.4609,2.751,M,automatic,31,,WEL(GNS_Primary),2013-07-21T13:29:59.037,POINT (174.34336 -41.558574)
quake.2013p544755,2013p544755,2013-07-21T13:25:53.814,174.3001,-41.559,5.1172,2.5347,M,automatic,30,,WEL(GNS_Primary),2013-07-21T13:28:07.585,POINT (174.30014 -41.558971)
quake.2013p544750,2013p544750,2013-07-21T13:22:51.898,174.2757,-41.62,13.5547,2.5364,M,automatic,34,,WEL(GNS_Primary),2013-07-21T13:26:48.505,POINT (174.27571 -41.619977)
quake.2013p544747,2013p544747,2013-07-21T13:21:41.45,174.2541,-41.6202,5.1172,2.1588,M,automatic,12,,WEL(GNS_Primary),2013-07-21T13:24:18.05,POINT (174.25408 -41.620176)
quake.2013p544744,2013p544744,2013-07-21T13:20:05.909,174.2912,-41.5827,13.6133,2.8566,M,automatic,59,,WEL(GNS_Primary),2013-07-21T13:23:43.182,POINT (174.29125 -41.58269)
quake.2013p544736,2013p544736,2013-07-21T13:15:43.862,174.4515,-41.4721,18.3594,2.0858,M,automatic,11,,WEL(GNS_Primary),2013-07-21T13:17:09.217,POINT (174.45146 -41.472093)
quake.2013p544733,2013p544733,2013-07-21T13:13:46.554,174.3386,-41.6066,5.0586,2.4962,M,automatic,21,,WEL(GNS_Primary),2013-07-21T13:15:39.906,POINT (174.33862 -41.606604)
quake.2013p544729,2013p544729,2013-07-21T13:11:31.591,174.264,-41.5012,7.9297,2.5265,M,automatic,22,,WEL(GNS_Primary),2013-07-21T13:13:53.934,POINT (174.26399 -41.501186)
quake.2013p544728,2013p544728,2013-07-21T13:11:12.724,174.8507,-40.3497,5.2344,2.421,M,automatic,13,,WEL(GNS_Primary),2013-07-21T13:13:22.812,POINT (174.85074 -40.349727)
quake.2013p544726,2013p544726,2013-07-21T13:10:32.815,173.1258,-42.21,12.5,3.1271,M,automatic,11,,WEL(GNS_Primary),2013-07-21T13:12:51.263,POINT (173.12576 -42.209991)
quake.2013p544721,2013p544721,2013-07-21T13:07:28.163,174.236,-41.6171,8.3984,2.4648,M,automatic,26,,WEL(GNS_Primary),2013-07-21T13:09:52.145,POINT (174.23602 -41.617142)
quake.2013p544715,2013p544715,2013-07-21T13:04:56.937,174.374,-41.5701,5.0586,2.2453,M,automatic,24,,WEL(GNS_Primary),2013-07-21T13:07:09.307,POINT (174.37404 -41.570112)
quake.2013p544707,2013p544707,2013-07-21T13:00:27.117,174.6738,-41.4023,16.8359,1.97,M,automatic,11,,WEL(GNS_Primary),2013-07-21T13:03:17.188,POINT (174.67375 -41.402333)
quake.2013p544703,2013p544703,2013-07-21T12:58:11.506,176.0061,-39.4762,5.1172,2.7374,M,automatic,32,,WEL(GNS_Primary),2013-07-21T13:01:42.002,POINT (176.00609 -39.476218)
quake.2013p544702,2013p544702,2013-07-21T12:57:28.179,174.28,-41.6328,21.1133,3.5819,M,reviewed,53,,WEL(GNS_Primary),2013-07-21T19:45:09.321,POINT (174.27999 -41.632823)
quake.2013p544697,2013p544697,2013-07-21T12:54:50.305,173.5401,-42.4223,143.75,3.2191,M,automatic,11,,WEL(GNS_Primary),2013-07-21T12:57:10.842,POINT (173.5401 -42.42232)
quake.2013p544693,2013p544693,2013-07-21T12:52:43.435,174.2865,-41.5994,8.6328,2.5989,M,automatic,33,,WEL(GNS_Primary),2013-07-21T12:55:49.687,POINT (174.28646 -41.59944)
quake.2013p544690,2013p544690,2013-07-21T12:51:09.449,174.3613,-41.5412,5.2344,2.722,M,automatic,21,,WEL(GNS_Primary),2013-07-21T12:54:06.236,POINT (174.36132 -41.54117)
quake.2013p544687,2013p544687,2013-07-21T12:49:40.715,174.4557,-41.4856,9.9219,2.8766,M,automatic,25,,WEL(GNS_Primary),2013-07-21T12:52:41.54,POINT (174.45567 -41.485562)
quake.2013p544683,2013p544683,2013-07-21T12:48:13.788,174.7836,-41.3647,12.8516,3.5015,M,automatic,71,,WEL(GNS_Primary),2013-07-21T12:51:59.638,POINT (174.78357 -41.364708)
quake.2013p544678,2013p544678,2013-07-21T12:44:48.868,174.3809,-41.734,5.1172,2.343,M,automatic,20,,WEL(GNS_Primary),2013-07-21T12:47:25.282,POINT (174.38092 -41.734003)
quake.2013p544674,2013p544674,2013-07-21T12:42:31.739,174.3101,-41.4809,8.1641,2.3687,M,automatic,12,,WEL(GNS_Primary),2013-07-21T12:45:13.696,POINT (174.3101 -41.480857)
quake.2013p544668,2013p544668,2013-07-21T12:39:07.889,174.3426,-41.5846,11.9727,4.5175,M,reviewed,29,,WEL(GNS_Primary),2013-07-23T03:48:03.419,POINT (174.34262 -41.584618)
quake.2013p544665,2013p544665,2013-07-21T12:37:43.541,174.2925,-41.5223,5.0586,3.8002,M,reviewed,26,,WEL(GNS_Primary),2013-07-21T19:34:12.63,POINT (174.29246 -41.522252)
quake.2013p544662,2013p544662,2013-07-21T12:36:26.267,174.4115,-41.5404,5.0586,2.4049,M,automatic,16,,WEL(GNS_Primary),2013-07-21T12:38:47.424,POINT (174.41152 -41.540353)
quake.2013p544655,2013p544655,2013-07-21T12:32:21.441,174.3293,-41.6015,9.5703,2.5166,M,automatic,28,,WEL(GNS_Primary),2013-07-21T12:35:22.585,POINT (174.32934 -41.601535)
quake.2013p544645,2013p544645,2013-07-21T12:27:34.005,174.3493,-41.5915,5.0586,3.6665,M,automatic,54,,WEL(GNS_Primary),2013-07-21T12:32:20.295,POINT (174.34932 -41.591488)
quake.2013p544641,2013p544641,2013-07-21T12:24:45.153,174.3158,-41.6305,17.1289,3.0738,M,automatic,57,,WEL(GNS_Primary),2013-07-21T12:27:56.846,POINT (174.31581 -41.63054)
quake.2013p544633,2013p544633,2013-07-21T12:21:39.184,174.2808,-41.6272,15.5469,3.7543,M,reviewed,50,,WEL(GNS_Primary),2013-07-21T19:32:12.503,POINT (174.28081 -41.627217)
quake.2013p544628,2013p544628,2013-07-21T12:18:14.861,174.2824,-41.6166,5.0586,3.5324,M,automatic,79,,WEL(GNS_Primary),2013-07-21T12:22:16.773,POINT (174.28238 -41.616628)
quake.2013p544625,2013p544625,2013-07-21T12:16:36.277,174.3817,-41.6339,5.1172,2.027,M,automatic,21,,WEL(GNS_Primary),2013-07-21T12:19:01.939,POINT (174.38167 -41.633935)
quake.2013p544614,2013p544614,2013-07-21T12:10:48.283,174.2932,-41.4493,10.8008,3.5509,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T19:46:46.515,POINT (174.2932 -41.449288)
quake.2013p544612,2013p544612,2013-07-21T12:09:19.702,174.3322,-41.4565,5.1172,2.0298,M,automatic,22,,WEL(GNS_Primary),2013-07-21T12:11:14.987,POINT (174.33215 -41.456484)
quake.2013p544606,2013p544606,2013-07-21T12:06:23.143,174.3051,-41.4784,5.0586,2.9745,M,automatic,60,,WEL(GNS_Primary),2013-07-21T12:09:55.579,POINT (174.30507 -41.478415)
quake.2013p544599,2013p544599,2013-07-21T12:03:02.461,174.433,-41.6738,10.0391,3.8746,M,reviewed,70,,WEL(GNS_Primary),2013-07-21T19:29:27.001,POINT (174.43296 -41.67381)
quake.2013p544594,2013p544594,2013-07-21T11:59:53.591,174.2714,-41.5867,5.0586,2.484,M,automatic,28,,WEL(GNS_Primary),2013-07-21T12:02:45.337,POINT (174.27138 -41.586693)
quake.2013p544592,2013p544592,2013-07-21T11:58:48.753,174.3376,-41.5768,9.1016,2.2765,M,automatic,27,,WEL(GNS_Primary),2013-07-21T12:00:47.978,POINT (174.3376 -41.576755)
quake.2013p544589,2013p544589,2013-07-21T11:57:13.502,174.2542,-41.5468,6.7578,2.2126,M,automatic,15,,WEL(GNS_Primary),2013-07-21T11:59:05.761,POINT (174.25417 -41.546774)
quake.2013p544587,2013p544587,2013-07-21T11:55:42.014,173.0889,-43.0235,158.75,3.1563,M,automatic,19,,WEL(GNS_Primary),2013-07-21T11:58:23.973,POINT (173.08891 -43.023465)
quake.2013p544579,2013p544579,2013-07-21T11:52:30.124,175.1117,-41.1192,5.1172,2.3796,M,automatic,23,,WEL(GNS_Primary),2013-07-21T11:55:41.984,POINT (175.11167 -41.11924)
quake.2013p544577,2013p544577,2013-07-21T11:50:43.734,174.3656,-41.6485,5.1172,2.8504,M,automatic,19,,WEL(GNS_Primary),2013-07-21T11:53:48.075,POINT (174.36565 -41.648478)
quake.2013p544572,2013p544572,2013-07-21T11:48:16.881,174.2702,-41.5948,10.7422,3.0741,M,automatic,33,,WEL(GNS_Primary),2013-07-21T11:51:23.726,POINT (174.27018 -41.594791)
quake.2013p544568,2013p544568,2013-07-21T11:46:24.552,174.2444,-41.6441,5.1172,3.5831,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T19:50:15.604,POINT (174.24437 -41.64408)
quake.2013p544560,2013p544560,2013-07-21T11:42:05.065,175.1371,-41.3414,6.875,2.5791,M,automatic,10,,WEL(GNS_Primary),2013-07-21T11:45:27.89,POINT (175.13707 -41.341368)
quake.2013p544556,2013p544556,2013-07-21T11:39:56.104,174.2514,-40.9315,140.9375,3.2916,M,automatic,18,,WEL(GNS_Primary),2013-07-21T11:50:09.077,POINT (174.25137 -40.931514)
quake.2013p544549,2013p544549,2013-07-21T11:36:05.891,174.2474,-41.6235,5.0586,2.5083,M,automatic,28,,WEL(GNS_Primary),2013-07-21T11:38:59.413,POINT (174.24742 -41.623525)
quake.2013p544544,2013p544544,2013-07-21T11:33:31.829,174.6639,-41.4829,5.1172,3.4836,M,automatic,76,,WEL(GNS_Primary),2013-07-21T11:37:25.744,POINT (174.66389 -41.482938)
quake.2013p544540,2013p544540,2013-07-21T11:31:43.658,174.295,-41.583,5.1172,3.2549,M,automatic,27,,WEL(GNS_Primary),2013-07-21T11:34:59.231,POINT (174.29505 -41.583011)
quake.2013p544532,2013p544532,2013-07-21T11:26:52.065,174.2621,-41.7013,7.9297,2.2481,M,automatic,21,,WEL(GNS_Primary),2013-07-21T11:29:15.826,POINT (174.26213 -41.701323)
quake.2013p544530,2013p544530,2013-07-21T11:25:37.132,174.6144,-41.5065,9.3359,2.1319,M,automatic,20,,WEL(GNS_Primary),2013-07-21T11:27:20.66,POINT (174.61435 -41.506499)
quake.2013p544526,2013p544526,2013-07-21T11:23:40.446,174.3856,-41.4802,11.7969,2.3763,M,automatic,18,,WEL(GNS_Primary),2013-07-21T11:26:01.271,POINT (174.38564 -41.480163)
quake.2013p544524,2013p544524,2013-07-21T11:22:35.557,174.4272,-41.5012,11.9727,2.5341,M,automatic,31,,WEL(GNS_Primary),2013-07-21T11:24:30.267,POINT (174.42723 -41.501197)
quake.2013p544517,2013p544517,2013-07-21T11:20:05.268,174.3526,-41.5636,12.4414,2.8464,M,automatic,42,,WEL(GNS_Primary),2013-07-21T11:23:48.123,POINT (174.35263 -41.563643)
quake.2013p544514,2013p544514,2013-07-21T11:17:11.76,174.3099,-41.6078,5.0586,2.5805,M,automatic,24,,WEL(GNS_Primary),2013-07-21T11:20:02.38,POINT (174.3099 -41.607845)
quake.2013p544513,2013p544513,2013-07-21T11:16:36.536,174.4666,-41.5589,5.1172,2.3777,M,automatic,17,,WEL(GNS_Primary),2013-07-21T11:18:33.343,POINT (174.46662 -41.558865)
quake.2013p544507,2013p544507,2013-07-21T11:13:25.312,174.2368,-41.6115,5.0586,2.7379,M,automatic,19,,WEL(GNS_Primary),2013-07-21T11:16:39.282,POINT (174.23685 -41.611536)
quake.2013p544502,2013p544502,2013-07-21T11:10:46.251,174.2058,-41.6542,10.0175,3.4262,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T11:39:59.622,POINT (174.20582 -41.654208)
quake.2013p544499,2013p544499,2013-07-21T11:10:02.451,174.2627,-41.6037,11.6797,3.2273,M,automatic,17,,WEL(GNS_Primary),2013-07-21T11:12:04.621,POINT (174.26269 -41.603746)
quake.2013p544493,2013p544493,2013-07-21T11:06:22.375,174.2972,-41.6415,14.2578,3.2048,M,automatic,66,,WEL(GNS_Primary),2013-07-21T11:10:19.173,POINT (174.29723 -41.641463)
quake.2013p544485,2013p544485,2013-07-21T11:02:07.825,174.3701,-41.5867,5.0586,3.0464,M,automatic,65,,WEL(GNS_Primary),2013-07-21T11:08:07.983,POINT (174.37007 -41.586677)
quake.2013p544480,2013p544480,2013-07-21T10:58:53.239,175.4093,-40.9492,10.625,2.9944,M,automatic,16,,WEL(GNS_Primary),2013-07-21T11:02:24.283,POINT (175.4093 -40.949223)
quake.2013p544479,2013p544479,2013-07-21T10:58:27.848,174.2721,-41.6497,5.0586,3.4734,M,automatic,68,,WEL(GNS_Primary),2013-07-21T11:05:17.622,POINT (174.27209 -41.649691)
quake.2013p544477,2013p544477,2013-07-21T10:57:23.029,174.3714,-41.5569,6.9922,3.3409,M,automatic,26,,WEL(GNS_Primary),2013-07-21T11:00:30.098,POINT (174.37135 -41.556895)
quake.2013p544473,2013p544473,2013-07-21T10:55:36.95,174.3908,-41.5506,12.6758,3.4001,M,automatic,78,,WEL(GNS_Primary),2013-07-21T11:05:03.711,POINT (174.39076 -41.550586)
quake.2013p544470,2013p544470,2013-07-21T10:53:52.382,174.3876,-41.5405,9.9805,2.5102,M,automatic,39,,WEL(GNS_Primary),2013-07-21T10:57:00.282,POINT (174.38761 -41.540484)
quake.2013p544464,2013p544464,2013-07-21T10:50:46.171,174.4078,-41.5286,15.7227,3.1848,M,automatic,66,,WEL(GNS_Primary),2013-07-21T10:54:30.199,POINT (174.40784 -41.528568)
quake.2013p544460,2013p544460,2013-07-21T10:48:43.162,174.3529,-41.5672,10.0391,3.1513,M,automatic,52,,WEL(GNS_Primary),2013-07-21T10:52:12.666,POINT (174.35288 -41.567195)
quake.2013p544458,2013p544458,2013-07-21T10:47:39.666,174.2064,-41.6685,5.0293,3.1663,M,automatic,28,,WEL(GNS_Primary),2013-07-21T10:50:48.674,POINT (174.20639 -41.66851)
quake.2013p544454,2013p544454,2013-07-21T10:45:17.054,174.2649,-41.667,12.6758,3.138,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T11:58:30.948,POINT (174.2649 -41.666996)
quake.2013p544452,2013p544452,2013-07-21T10:44:12.762,174.3681,-41.6371,10.332,2.82,M,automatic,49,,WEL(GNS_Primary),2013-07-21T10:47:51.216,POINT (174.36809 -41.637081)
quake.2013p544443,2013p544443,2013-07-21T10:39:45.288,174.2739,-41.6114,5.0586,2.7348,M,automatic,31,,WEL(GNS_Primary),2013-07-21T10:42:52.158,POINT (174.2739 -41.611374)
quake.2013p544441,2013p544441,2013-07-21T10:38:37.414,174.4282,-41.4943,14.9609,2.2268,M,reviewed,17,,WEL(GNS_Primary),2013-07-21T10:54:19.663,POINT (174.42822 -41.494346)
quake.2013p544437,2013p544437,2013-07-21T10:36:08.544,174.3479,-41.5781,12.3813,3.6289,M,reviewed,63,,WEL(GNS_Primary),2013-07-21T11:21:43.698,POINT (174.3479 -41.578121)
quake.2013p544435,2013p544435,2013-07-21T10:34:59.802,174.4718,-41.3891,11.693,2.263,M,reviewed,12,earthquake,WEL(GNS_Primary),2013-07-21T11:35:31.944,POINT (174.47176 -41.389107)
quake.2013p544431,2013p544431,2013-07-21T10:32:56.872,174.3008,-41.5913,8.3398,3.4134,M,automatic,68,,WEL(GNS_Primary),2013-07-21T10:37:52.735,POINT (174.30077 -41.591311)
quake.2013p544425,2013p544425,2013-07-21T10:29:38.537,174.2689,-41.3846,16.8359,2.7104,M,automatic,16,,WEL(GNS_Primary),2013-07-21T10:32:38.299,POINT (174.26891 -41.384553)
quake.2013p544418,2013p544418,2013-07-21T10:27:16.307,174.255,-41.6242,11.3867,4.2492,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T10:35:23.86,POINT (174.25504 -41.624166)
quake.2013p544416,2013p544416,2013-07-21T10:24:51.953,174.2841,-41.5735,10.7422,2.3459,M,automatic,15,,WEL(GNS_Primary),2013-07-21T10:26:59.77,POINT (174.28412 -41.573514)
quake.2013p544411,2013p544411,2013-07-21T10:22:28.503,174.2764,-41.5164,5.0586,2.8513,M,automatic,37,,WEL(GNS_Primary),2013-07-21T10:25:45.043,POINT (174.27638 -41.516357)
quake.2013p544408,2013p544408,2013-07-21T10:21:01.24,174.0095,-41.5446,5.1172,3.1563,M,automatic,45,,WEL(GNS_Primary),2013-07-21T10:25:03.38,POINT (174.00947 -41.544577)
quake.2013p544405,2013p544405,2013-07-21T10:19:24.875,174.2984,-41.4763,5.3516,2.8403,M,automatic,33,,WEL(GNS_Primary),2013-07-21T10:22:10.207,POINT (174.29845 -41.476343)
quake.2013p544403,2013p544403,2013-07-21T10:18:40.779,174.61,-40.8571,5.4688,2.8691,M,automatic,17,,WEL(GNS_Primary),2013-07-21T10:21:28.777,POINT (174.60997 -40.857097)
quake.2013p544397,2013p544397,2013-07-21T10:14:55.86,174.2797,-41.6136,5.0586,2.9364,M,automatic,22,,WEL(GNS_Primary),2013-07-21T10:18:01.747,POINT (174.27974 -41.613631)
quake.2013p544394,2013p544394,2013-07-21T10:13:31.606,174.2499,-40.2775,26.5625,2.9137,M,automatic,12,,WEL(GNS_Primary),2013-07-21T10:16:56.162,POINT (174.24988 -40.2775)
quake.2013p544393,2013p544393,2013-07-21T10:13:02.288,174.1902,-41.7276,15.8984,3.2146,M,automatic,59,,WEL(GNS_Primary),2013-07-21T10:16:41.198,POINT (174.19024 -41.727573)
quake.2013p544389,2013p544389,2013-07-21T10:10:28.202,174.3559,-41.6098,20.3516,3.3441,M,automatic,71,,WEL(GNS_Primary),2013-07-21T10:14:09.485,POINT (174.35589 -41.609823)
quake.2013p544385,2013p544385,2013-07-21T10:08:26.926,174.4023,-41.5244,10.2734,3.1549,M,automatic,52,,WEL(GNS_Primary),2013-07-21T10:12:43.178,POINT (174.40228 -41.524442)
quake.2013p544379,2013p544379,2013-07-21T10:05:22.866,174.3445,-41.5403,16.6016,3.4106,M,reviewed,44,,WEL(GNS_Primary),2013-07-21T10:47:28.728,POINT (174.3445 -41.540258)
quake.2013p544370,2013p544370,2013-07-21T10:00:21.873,174.2903,-41.5943,14.082,3.7451,M,reviewed,36,,WEL(GNS_Primary),2013-07-21T10:31:15.789,POINT (174.2903 -41.59434)
quake.2013p544363,2013p544363,2013-07-21T09:57:05.3,174.2586,-41.5067,9.9805,3.056,M,automatic,48,,WEL(GNS_Primary),2013-07-21T09:59:29.65,POINT (174.25856 -41.506657)
quake.2013p544361,2013p544361,2013-07-21T09:55:49.087,174.4355,-41.6034,5.2344,2.3583,M,automatic,16,,WEL(GNS_Primary),2013-07-21T09:57:55.325,POINT (174.43549 -41.603405)
quake.2013p544357,2013p544357,2013-07-21T09:53:26.473,174.2903,-41.6256,5.0586,3.0393,M,automatic,28,,WEL(GNS_Primary),2013-07-21T09:56:43.105,POINT (174.29031 -41.62562)
quake.2013p544354,2013p544354,2013-07-21T09:52:14.751,174.3682,-41.5468,8.3984,2.6772,M,automatic,22,,WEL(GNS_Primary),2013-07-21T09:54:23.42,POINT (174.3682 -41.546794)
quake.2013p544351,2013p544351,2013-07-21T09:50:22.58,174.2436,-41.6568,10,3.5417,M,reviewed,13,,WEL(GNS_Primary),2013-07-21T10:23:51.945,POINT (174.24361 -41.65678)
quake.2013p544344,2013p544344,2013-07-21T09:47:43.397,174.351,-41.5436,14.1992,4.5734,M,reviewed,40,,WEL(GNS_Primary),2013-07-21T10:03:44.32,POINT (174.35095 -41.543575)
quake.2013p544340,2013p544340,2013-07-21T09:44:37.39,174.3448,-41.4644,7.4609,2.5914,M,automatic,33,,WEL(GNS_Primary),2013-07-21T09:47:16.628,POINT (174.34485 -41.464365)
quake.2013p544334,2013p544334,2013-07-21T09:42:21.654,174.4318,-41.523,10.332,3.1153,M,automatic,68,,WEL(GNS_Primary),2013-07-21T09:46:26.327,POINT (174.43176 -41.523017)
quake.2013p544328,2013p544328,2013-07-21T09:37:59.369,174.3525,-41.5853,5.0586,2.7324,M,automatic,22,,WEL(GNS_Primary),2013-07-21T09:42:06.101,POINT (174.35254 -41.585327)
quake.2013p544321,2013p544321,2013-07-21T09:34:28.28,174.2982,-41.5893,10,3.2853,M,reviewed,20,,WEL(GNS_Primary),2013-07-21T10:16:30.064,POINT (174.29823 -41.589256)
quake.2013p544317,2013p544317,2013-07-21T09:32:13.344,174.3038,-41.6544,13.1445,4.7007,M,reviewed,24,,WEL(GNS_Primary),2013-07-23T03:43:10.78,POINT (174.30381 -41.654377)
quake.2013p544314,2013p544314,2013-07-21T09:30:47.992,174.3831,-41.5506,5.1172,2.888,M,reviewed,12,,WEL(GNS_Primary),2013-07-21T09:43:43.153,POINT (174.38306 -41.550567)
quake.2013p544309,2013p544309,2013-07-21T09:28:26.687,174.316,-41.6025,8.0742,3.33,M,reviewed,24,earthquake,WEL(GNS_Primary),2013-07-21T10:12:16.673,POINT (174.31596 -41.602516)
quake.2013p544306,2013p544306,2013-07-21T09:27:20.13,174.4158,-41.7813,65.7031,2.6306,M,automatic,13,,WEL(GNS_Primary),2013-07-21T09:29:41.205,POINT (174.41575 -41.781316)
quake.2013p544301,2013p544301,2013-07-21T09:24:41.898,174.8341,-41.377,6.5234,2.2317,M,automatic,19,,WEL(GNS_Primary),2013-07-21T09:27:31.785,POINT (174.8341 -41.37704)
quake.2013p544295,2013p544295,2013-07-21T09:21:43.698,174.1989,-41.5921,9.9805,2.6453,M,automatic,30,,WEL(GNS_Primary),2013-07-21T09:24:01.182,POINT (174.19888 -41.592068)
quake.2013p544289,2013p544289,2013-07-21T09:17:20.996,174.0464,-41.6166,5.1172,2.417,M,automatic,15,,WEL(GNS_Primary),2013-07-21T09:20:16.46,POINT (174.04635 -41.616571)
quake.2013p544286,2013p544286,2013-07-21T09:15:04.658,170.8175,-43.2655,237.5,4.2895,M,automatic,12,,WEL(GNS_Primary),2013-07-21T09:18:53.933,POINT (170.81752 -43.265514)
quake.2013p544281,2013p544281,2013-07-21T09:13:42.147,174.4217,-41.5236,9.043,3.2752,M,automatic,63,,WEL(GNS_Primary),2013-07-21T09:18:54.72,POINT (174.42167 -41.523554)
quake.2013p544276,2013p544276,2013-07-21T09:10:46.785,174.291,-41.5894,9.3945,3.3973,M,automatic,83,,WEL(GNS_Primary),2013-07-21T09:17:10.264,POINT (174.29103 -41.589357)
quake.2013p544274,2013p544274,2013-07-21T09:09:38.065,174.4784,-41.7548,28.2031,2.2955,M,automatic,13,,WEL(GNS_Primary),2013-07-21T09:11:09.001,POINT (174.47837 -41.754795)
quake.2013p544269,2013p544269,2013-07-21T09:06:46.96,174.2379,-41.4591,15.0781,2.6422,M,automatic,15,,WEL(GNS_Primary),2013-07-21T09:09:00.252,POINT (174.23789 -41.459127)
quake.2013p544265,2013p544265,2013-07-21T09:05:16.246,174.2819,-41.479,7.5195,2.5777,M,automatic,34,,WEL(GNS_Primary),2013-07-21T09:08:25.029,POINT (174.2819 -41.478984)
quake.2013p544264,2013p544264,2013-07-21T09:04:07.277,177.8227,-38.5708,8.5742,1.3501,M,automatic,11,,WEL(GNS_Primary),2013-07-21T09:07:02.441,POINT (177.82271 -38.570763)
quake.2013p544259,2013p544259,2013-07-21T09:01:27.418,174.3259,-41.5987,14.1992,3.0817,M,automatic,64,,WEL(GNS_Primary),2013-07-21T09:05:09.404,POINT (174.3259 -41.598723)
quake.2013p544254,2013p544254,2013-07-21T08:59:24.089,174.5049,-41.4645,10.1562,2.836,M,automatic,18,,WEL(GNS_Primary),2013-07-21T09:02:41.101,POINT (174.50489 -41.464493)
quake.2013p544253,2013p544253,2013-07-21T08:58:15.789,174.2682,-41.6085,6.6406,2.7562,M,automatic,36,,WEL(GNS_Primary),2013-07-21T09:01:50.657,POINT (174.26816 -41.608495)
quake.2013p544251,2013p544251,2013-07-21T08:57:14.937,174.4118,-41.5439,13.0859,2.3255,M,automatic,20,,WEL(GNS_Primary),2013-07-21T08:59:30.695,POINT (174.41177 -41.543906)
quake.2013p544250,2013p544250,2013-07-21T08:56:47.819,178.3683,-37.8716,6.0547,2.102,M,automatic,21,,WEL(GNS_Primary),2013-07-21T09:45:52.925,POINT (178.36829 -37.871583)
quake.2013p544242,2013p544242,2013-07-21T08:52:50.569,174.2582,-41.6234,5.0586,2.6265,M,automatic,25,,WEL(GNS_Primary),2013-07-21T08:55:05.07,POINT (174.25823 -41.623426)
quake.2013p544238,2013p544238,2013-07-21T08:50:16.847,174.2323,-41.7563,10.5078,2.8899,M,automatic,38,,WEL(GNS_Primary),2013-07-21T09:41:13.892,POINT (174.23232 -41.756335)
quake.2013p544234,2013p544234,2013-07-21T08:47:56.795,173.9325,-42.7941,20,3.624,M,automatic,13,earthquake,WEL(GNS_Primary),2013-07-21T09:58:55.018,POINT (173.93249 -42.794108)
quake.2013p544233,2013p544233,2013-07-21T08:47:28.41,176.3634,-38.1074,116.5625,1.7826,M,automatic,10,,WEL(GNS_Primary),2013-07-21T08:50:21.612,POINT (176.36337 -38.10735)
quake.2013p544232,2013p544232,2013-07-21T08:46:55.828,174.2829,-41.4932,7.2852,2.8903,M,automatic,39,,WEL(GNS_Primary),2013-07-21T08:50:25.364,POINT (174.28288 -41.493193)
